Year,Round,Race,PoleTime,TopSpeed,AvgSpeed,FullThrottleTime,MostCommonGear,AirTemp,TrackTemp,Humidity,Pressure,Rainfall,type,length_km,drs_zones_prev,active_aero_zones,tyre_wear,downforce_req,power_sensitivity,turns,longest_straight_km,reg,new_reg
2025,17,Azerbaijan Grand Prix,101.117,339,211.40625,61.279,3,20.74888889,26.07851852,59.48888889,1013.573333,TRUE,Street,6.003,2,4,Low,Medium,9,20,2.2,B,N
2025,18,Singapore Grand Prix,89.158,316,196.2173913,47.16,3,29.86341463,34.96097561,69.13414634,1011.464634,FALSE,Street,4.94,3,4,Medium,High,5,19,0.8,B,N
2025,19,United States Grand Prix,92.51,324,211.6982759,53.36,3,33.92272727,45.7125,36.32954545,989.3784091,FALSE,Permanent,5.513,2,3,High,Medium-High,7,20,1.02,B,N
2025,20,Mexico City Grand Prix,75.586,351,199.299639,34.32,3,26.18974359,46.03589744,27.46153846,780.5282051,FALSE,Permanent,4.304,3,4,Low,Medium-High,8,17,1.29,B,N
2025,21,São Paulo Grand Prix,69.511,336,220.5183824,40.719,3,25.97073171,40.2804878,56.45121951,918.3682927,FALSE,Permanent,4.309,2,3,Medium,Medium,7,15,1.23,B,N
2025,22,Las Vegas Grand Prix,107.934,331,205.9420655,51.319,3,11.72823529,12.54941176,65.54117647,945.9623529,TRUE,Street,6.12,3,5,Low,Low,9,17,1.92,B,N
2025,23,Qatar Grand Prix,79.387,327,243.7894737,53.92,7,20.50465116,25.48139535,74.6744186,1016.560465,FALSE,Permanent,5.38,2,3,Very High,Medium-High,7,16,1.07,B,N
2025,24,Abu Dhabi Grand Prix,82.207,331,230.7909968,54.319,7,25.0961039,29.11038961,76.71428571,1017.201299,FALSE,Permanent,5.281,2,3,Low,Medium,7,16,1.14,B,N
2026,1,Australian Grand Prix,78.518,327,239.5698925,50.002,7,20.45263158,34.27263158,63.71894737,1013.524211,FALSE,Street-Park,5.278,3,4,Medium,Medium,7,14,1.3,C,Y
2026,2,Chinese Grand Prix,92.064,332,210.3266476,51.478,2,17.75822785,30.99493671,34.37468354,1023.540506,FALSE,Permanent,5.451,2,3,Medium,Medium,8,16,1.17,C,Y
2026,3,Japanese Grand Prix,88.778,321,218.3003003,59.241,4,16.53866667,29.66666667,51.58666667,1008.698667,FALSE,Permanent,5.807,1,3,Low,High,6,18,1.2,C,Y
2026,4,Miami Grand Prix,87.798,343,221.9783951,45.758,2,33.92222222,51.88271605,30.31975309,1010.202469,FALSE,Street-Park,5.412,3,4,Medium,Medium,7,19,1.2,C,Y
2026,5,Canadian Grand Prix,72.578,332,213.1941392,43.359,7,21.27594937,30.87594937,24.46202532,1028.665823,TRUE,Street-Park,4.361,2,3,Low,Low,8,13,1.19,C,Y
2026,6,Monaco Grand Prix,72.051,289,163.4776119,26.762,1,23.67857143,38.47619048,54.90952381,1017.496429,FALSE,Street,3.337,1,1,Low,High,3,19,0.54,C,Y
2026,7,Barcelona Grand Prix,74.679,341,226.7464286,43.399,6,30.72386364,50.1875,28.2625,1006.248864,FALSE,Permanent,4.657,2,3,High,Medium-High,6,12,1.05,C,Y
2026,8,Austrian Grand Prix,66.113,329,231.1150794,39.518,8,33.34875,51.885,25.36,942.99875,FALSE,Permanent,4.318,3,4,Medium,Low-Medium,8,10,0.92,C,Y
2026,9,British Grand Prix,88.111,317,237.3183183,57.799,7,25.22857143,41.09880952,48.11904762,1007.596429,FALSE,Permanent,5.891,2,4,High,Medium-High,7,18,0.76,C,Y
